item_id,order_id,product_id,quantity,unit_price_x,unit_cost_x,line_subtotal,line_cost,customer_id,order_date,order_date_only,order_status,payment_method,subtotal,discount_amount,shipping_fee,total_amount,total_cost,gross_profit,order_sequence,first_name,email,signup_date,region,acquisition_channel,product_name,category,unit_price_y,unit_cost_y,margin_percentage
ITEM-0004783,ORD-002707,306,2,32.5,10.0,65.0,20.0,CUST-01168,2025-06-29 00:00:00,2025-06-29,Cancelled,Debit Card,65.0,0.0,0.0,65.0,20.0,45.0,1,User1168,user1168@example.com,2025-06-28,North America,Referral,Aroma Ultrasonic Essential Oil Diffuser,Home & Kitchen,32.5,10.0,69.23
ITEM-0004784,ORD-002708,505,1,75.0,24.0,75.0,24.0,CUST-01169,2024-09-25 00:00:00,2024-09-25,Completed,PayPal,75.0,0.0,0.0,75.0,24.0,51.0,1,User1169,user1169@example.com,2024-09-23,Asia Pacific,Email Marketing,High-Capacity Hydration Running Vest,Sports & Outdoors,75.0,24.0,68.0
ITEM-0004785,ORD-002709,505,1,75.0,24.0,75.0,24.0,CUST-01170,2024-10-02 00:00:00,2024-10-02,Completed,Credit Card,204.98,0.0,7.99,212.97,66.0,138.98,1,User1170,user1170@example.com,2024-09-29,Europe,Organic Search,High-Capacity Hydration Running Vest,Sports & Outdoors,75.0,24.0,68.0
ITEM-0004786,ORD-002709,404,2,64.99,21.0,129.98,42.0,CUST-01170,2024-10-02 00:00:00,2024-10-02,Completed,Credit Card,204.98,0.0,7.99,212.97,66.0,138.98,1,User1170,user1170@example.com,2024-09-29,Europe,Organic Search,Sonic Electric Toothbrush + 3 Heads,Health & Beauty,64.99,21.0,67.69
ITEM-0004787,ORD-002710,403,2,22.0,5.2,44.0,10.4,CUST-01171,2024-06-23 00:00:00,2024-06-23,Returned,Credit Card,249.99,0.0,0.0,249.99,86.4,163.59,1,User1171,user1171@example.com,2024-06-21,North America,Organic Search,Mineral SPF 50 Broad Spectrum Sunscreen,Health & Beauty,22.0,5.2,76.36
ITEM-0004788,ORD-002710,401,1,26.0,6.0,26.0,6.0,CUST-01171,2024-06-23 00:00:00,2024-06-23,Returned,Credit Card,249.99,0.0,0.0,249.99,86.4,163.59,1,User1171,user1171@example.com,2024-06-21,North America,Organic Search,Hydrating Hyaluronic Acid Serum,Health & Beauty,26.0,6.0,76.92
ITEM-0004789,ORD-002710,106,1,179.99,70.0,179.99,70.0,CUST-01171,2024-06-23 00:00:00,2024-06-23,Returned,Credit Card,249.99,0.0,0.0,249.99,86.4,163.59,1,User1171,user1171@example.com,2024-06-21,North America,Organic Search,Smart Fitness Watch Gen 4,Electronics,179.99,70.0,61.11
ITEM-0004790,ORD-002711,403,1,22.0,5.2,22.0,5.2,CUST-01172,2024-08-30 00:00:00,2024-08-30,Completed,Credit Card,50.0,0.0,0.0,50.0,13.7,36.3,1,User1172,user1172@example.com,2024-08-25,Europe,Social Media,Mineral SPF 50 Broad Spectrum Sunscreen,Health & Beauty,22.0,5.2,76.36
ITEM-0004791,ORD-002711,201,1,28.0,8.5,28.0,8.5,CUST-01172,2024-08-30 00:00:00,2024-08-30,Completed,Credit Card,50.0,0.0,0.0,50.0,13.7,36.3,1,User1172,user1172@example.com,2024-08-25,Europe,Social Media,Classic Organic Cotton Crewneck T-Shirt,Apparel,28.0,8.5,69.64
ITEM-0004792,ORD-002712,206,1,45.0,11.0,45.0,11.0,CUST-01173,2025-10-06 00:00:00,2025-10-06,Completed,PayPal,94.99000000000001,0.0,0.0,94.99,29.0,65.99,1,User1173,user1173@example.com,2025-10-01,North America,Organic Search,All-Weather Polarized Sunglasses,Apparel,45.0,11.0,75.56
ITEM-0004793,ORD-002712,102,1,49.99,18.0,49.99,18.0,CUST-01173,2025-10-06 00:00:00,2025-10-06,Completed,PayPal,94.99000000000001,0.0,0.0,94.99,29.0,65.99,1,User1173,user1173@example.com,2025-10-01,North America,Organic Search,Ultra Ergonomic Wireless Mouse,Electronics,49.99,18.0,63.99
ITEM-0004794,ORD-002713,306,2,32.5,10.0,65.0,20.0,CUST-01174,2025-09-13 00:00:00,2025-09-13,Completed,Credit Card,99.0,9.9,4.99,94.09,28.5,60.6,1,User1174,user1174@example.com,2025-09-08,Europe,Social Media,Aroma Ultrasonic Essential Oil Diffuser,Home & Kitchen,32.5,10.0,69.23
ITEM-0004795,ORD-002713,402,1,34.0,8.5,34.0,8.5,CUST-01174,2025-09-13 00:00:00,2025-09-13,Completed,Credit Card,99.0,9.9,4.99,94.09,28.5,60.6,1,User1174,user1174@example.com,2025-09-08,Europe,Social Media,Vitamin C Brightening Facial Moisturizer,Health & Beauty,34.0,8.5,75.0
ITEM-0004796,ORD-002714,306,3,32.5,10.0,97.5,30.0,CUST-01174,2025-10-25 00:00:00,2025-10-25,Completed,Buy Now Pay Later,97.5,9.75,0.0,87.75,30.0,57.75,2,User1174,user1174@example.com,2025-09-08,Europe,Social Media,Aroma Ultrasonic Essential Oil Diffuser,Home & Kitchen,32.5,10.0,69.23
ITEM-0004797,ORD-002715,103,1,89.99,36.0,89.99,36.0,CUST-01174,2025-11-29 00:00:00,2025-11-29,Completed,Credit Card,135.99,13.6,9.99,132.38,48.5,73.89,3,User1174,user1174@example.com,2025-09-08,Europe,Social Media,Mechanical Gaming Keyboard,Electronics,89.99,36.0,60.0
ITEM-0004798,ORD-002715,201,1,28.0,8.5,28.0,8.5,CUST-01174,2025-11-29 00:00:00,2025-11-29,Completed,Credit Card,135.99,13.6,9.99,132.38,48.5,73.89,3,User1174,user1174@example.com,2025-09-08,Europe,Social Media,Classic Organic Cotton Crewneck T-Shirt,Apparel,28.0,8.5,69.64
ITEM-0004799,ORD-002715,405,1,18.0,4.0,18.0,4.0,CUST-01174,2025-11-29 00:00:00,2025-11-29,Completed,Credit Card,135.99,13.6,9.99,132.38,48.5,73.89,3,User1174,user1174@example.com,2025-09-08,Europe,Social Media,Organic Lavender Sleep Aromatherapy Mist,Health & Beauty,18.0,4.0,77.78
ITEM-0004800,ORD-002716,504,1,16.99,4.2,16.99,4.2,CUST-01175,2025-08-26 00:00:00,2025-08-26,Completed,Credit Card,58.989999999999995,0.0,0.0,58.99,17.2,41.79,1,User1175,user1175@example.com,2025-08-24,Asia Pacific,Social Media,Quick-Dry Microfiber Camp Towel,Sports & Outdoors,16.99,4.2,75.28
ITEM-0004801,ORD-002716,501,1,42.0,13.0,42.0,13.0,CUST-01175,2025-08-26 00:00:00,2025-08-26,Completed,Credit Card,58.989999999999995,0.0,0.0,58.99,17.2,41.79,1,User1175,user1175@example.com,2025-08-24,Asia Pacific,Social Media,Eco-Friendly High Density Yoga Mat,Sports & Outdoors,42.0,13.0,69.05
ITEM-0004802,ORD-002717,301,1,289.0,130.0,289.0,130.0,CUST-01176,2025-07-05 00:00:00,2025-07-05,Returned,Buy Now Pay Later,334.0,0.0,9.99,343.99,145.0,189.0,1,User1176,user1176@example.com,2025-07-04,Europe,Paid Search,Precision Barista Espresso Machine,Home & Kitchen,289.0,130.0,55.02
ITEM-0004803,ORD-002717,302,1,45.0,15.0,45.0,15.0,CUST-01176,2025-07-05 00:00:00,2025-07-05,Returned,Buy Now Pay Later,334.0,0.0,9.99,343.99,145.0,189.0,1,User1176,user1176@example.com,2025-07-04,Europe,Paid Search,Ceramic Burr Coffee Bean Grinder,Home & Kitchen,45.0,15.0,66.67
ITEM-0004804,ORD-002718,305,1,59.99,20.0,59.99,20.0,CUST-01176,2025-07-29 00:00:00,2025-07-29,Completed,PayPal,189.97,19.0,0.0,170.97,68.0,102.97,2,User1176,user1176@example.com,2025-07-04,Europe,Paid Search,Stainless Steel Chef Knife 8-inch,Home & Kitchen,59.99,20.0,66.66
ITEM-0004805,ORD-002718,105,1,39.99,12.0,39.99,12.0,CUST-01176,2025-07-29 00:00:00,2025-07-29,Completed,PayPal,189.97,19.0,0.0,170.97,68.0,102.97,2,User1176,user1176@example.com,2025-07-04,Europe,Paid Search,USB-C Multi-Port Hub Adapter,Electronics,39.99,12.0,69.99
ITEM-0004806,ORD-002718,103,1,89.99,36.0,89.99,36.0,CUST-01176,2025-07-29 00:00:00,2025-07-29,Completed,PayPal,189.97,19.0,0.0,170.97,68.0,102.97,2,User1176,user1176@example.com,2025-07-04,Europe,Paid Search,Mechanical Gaming Keyboard,Electronics,89.99,36.0,60.0
ITEM-0004807,ORD-002719,103,1,89.99,36.0,89.99,36.0,CUST-01176,2025-09-10 00:00:00,2025-09-10,Completed,Credit Card,89.99,0.0,0.0,89.99,36.0,53.99,3,User1176,user1176@example.com,2025-07-04,Europe,Paid Search,Mechanical Gaming Keyboard,Electronics,89.99,36.0,60.0
ITEM-0004808,ORD-002720,503,1,48.0,15.0,48.0,15.0,CUST-01176,2025-12-18 00:00:00,2025-12-18,Completed,Credit Card,87.99000000000001,4.4,0.0,83.59,29.0,54.59,4,User1176,user1176@example.com,2025-07-04,Europe,Paid Search,Collapsible Lightweight Trekking Poles,Sports & Outdoors,48.0,15.0,68.75
ITEM-0004809,ORD-002720,304,1,39.99,14.0,39.99,14.0,CUST-01176,2025-12-18 00:00:00,2025-12-18,Completed,Credit Card,87.99000000000001,4.4,0.0,83.59,29.0,54.59,4,User1176,user1176@example.com,2025-07-04,Europe,Paid Search,Cast Iron Pre-Seasoned Skillet 10in,Home & Kitchen,39.99,14.0,64.99
ITEM-0004810,ORD-002721,404,1,64.99,21.0,64.99,21.0,CUST-01177,2024-01-09 00:00:00,2024-01-09,Completed,PayPal,353.99,0.0,4.99,358.98,151.0,202.99,1,User1177,user1177@example.com,2024-01-06,Europe,Organic Search,Sonic Electric Toothbrush + 3 Heads,Health & Beauty,64.99,21.0,67.69
ITEM-0004811,ORD-002721,301,1,289.0,130.0,289.0,130.0,CUST-01177,2024-01-09 00:00:00,2024-01-09,Completed,PayPal,353.99,0.0,4.99,358.98,151.0,202.99,1,User1177,user1177@example.com,2024-01-06,Europe,Organic Search,Precision Barista Espresso Machine,Home & Kitchen,289.0,130.0,55.02
ITEM-0004812,ORD-002722,504,1,16.99,4.2,16.99,4.2,CUST-01178,2024-04-17 00:00:00,2024-04-17,Completed,Debit Card,16.99,0.0,0.0,16.99,4.2,12.79,1,User1178,user1178@example.com,2024-04-13,North America,Paid Search,Quick-Dry Microfiber Camp Towel,Sports & Outdoors,16.99,4.2,75.28
ITEM-0004813,ORD-002723,107,1,59.99,22.0,59.99,22.0,CUST-01179,2025-06-03 00:00:00,2025-06-03,Completed,Credit Card,163.98000000000002,16.4,0.0,147.58,56.0,91.58,1,User1179,user1179@example.com,2025-06-02,Europe,Paid Search,Portable Bluetooth Speaker Waterproof,Electronics,59.99,22.0,63.33
ITEM-0004814,ORD-002723,205,1,54.0,16.0,54.0,16.0,CUST-01179,2025-06-03 00:00:00,2025-06-03,Completed,Credit Card,163.98000000000002,16.4,0.0,147.58,56.0,91.58,1,User1179,user1179@example.com,2025-06-02,Europe,Paid Search,Breathable Athletic Jogger Pants,Apparel,54.0,16.0,70.37
ITEM-0004815,ORD-002723,102,1,49.99,18.0,49.99,18.0,CUST-01179,2025-06-03 00:00:00,2025-06-03,Completed,Credit Card,163.98000000000002,16.4,0.0,147.58,56.0,91.58,1,User1179,user1179@example.com,2025-06-02,Europe,Paid Search,Ultra Ergonomic Wireless Mouse,Electronics,49.99,18.0,63.99
ITEM-0004816,ORD-002724,206,1,45.0,11.0,45.0,11.0,CUST-01180,2025-02-23 00:00:00,2025-02-23,Completed,Buy Now Pay Later,658.97,0.0,9.99,668.96,238.2,420.77,1,User1180,user1180@example.com,2025-02-23,North America,Social Media,All-Weather Polarized Sunglasses,Apparel,45.0,11.0,75.56
ITEM-0004817,ORD-002724,403,1,22.0,5.2,22.0,5.2,CUST-01180,2025-02-23 00:00:00,2025-02-23,Completed,Buy Now Pay Later,658.97,0.0,9.99,668.96,238.2,420.77,1,User1180,user1180@example.com,2025-02-23,North America,Social Media,Mineral SPF 50 Broad Spectrum Sunscreen,Health & Beauty,22.0,5.2,76.36
ITEM-0004818,ORD-002724,401,2,26.0,6.0,52.0,12.0,CUST-01180,2025-02-23 00:00:00,2025-02-23,Completed,Buy Now Pay Later,658.97,0.0,9.99,668.96,238.2,420.77,1,User1180,user1180@example.com,2025-02-23,North America,Social Media,Hydrating Hyaluronic Acid Serum,Health & Beauty,26.0,6.0,76.92
ITEM-0004819,ORD-002724,106,3,179.99,70.0,539.97,210.0,CUST-01180,2025-02-23 00:00:00,2025-02-23,Completed,Buy Now Pay Later,658.97,0.0,9.99,668.96,238.2,420.77,1,User1180,user1180@example.com,2025-02-23,North America,Social Media,Smart Fitness Watch Gen 4,Electronics,179.99,70.0,61.11
ITEM-0004820,ORD-002725,403,1,22.0,5.2,22.0,5.2,CUST-01181,2024-05-30 00:00:00,2024-05-30,Completed,Credit Card,399.99,0.0,0.0,399.99,188.7,211.29,1,User1181,user1181@example.com,2024-05-27,Asia Pacific,Social Media,Mineral SPF 50 Broad Spectrum Sunscreen,Health & Beauty,22.0,5.2,76.36
ITEM-0004821,ORD-002725,104,1,349.99,175.0,349.99,175.0,CUST-01181,2024-05-30 00:00:00,2024-05-30,Completed,Credit Card,399.99,0.0,0.0,399.99,188.7,211.29,1,User1181,user1181@example.com,2024-05-27,Asia Pacific,Social Media,4K Ultra-HD Monitor 27-inch,Electronics,349.99,175.0,50.0
ITEM-0004822,ORD-002725,201,1,28.0,8.5,28.0,8.5,CUST-01181,2024-05-30 00:00:00,2024-05-30,Completed,Credit Card,399.99,0.0,0.0,399.99,188.7,211.29,1,User1181,user1181@example.com,2024-05-27,Asia Pacific,Social Media,Classic Organic Cotton Crewneck T-Shirt,Apparel,28.0,8.5,69.64
ITEM-0004823,ORD-002726,402,1,34.0,8.5,34.0,8.5,CUST-01182,2025-01-05 00:00:00,2025-01-05,Completed,Credit Card,274.0,0.0,0.0,274.0,92.5,181.5,1,User1182,user1182@example.com,2025-01-03,North America,Paid Search,Vitamin C Brightening Facial Moisturizer,Health & Beauty,34.0,8.5,75.0
ITEM-0004824,ORD-002726,203,2,120.0,42.0,240.0,84.0,CUST-01182,2025-01-05 00:00:00,2025-01-05,Completed,Credit Card,274.0,0.0,0.0,274.0,92.5,181.5,1,User1182,user1182@example.com,2025-01-03,North America,Paid Search,Water-Resistant Commuter Jacket,Apparel,120.0,42.0,65.0
ITEM-0004825,ORD-002727,302,1,45.0,15.0,45.0,15.0,CUST-01183,2025-01-24 00:00:00,2025-01-24,Completed,PayPal,360.0,0.0,0.0,360.0,151.0,209.0,1,User1183,user1183@example.com,2025-01-22,Europe,Paid Search,Ceramic Burr Coffee Bean Grinder,Home & Kitchen,45.0,15.0,66.67
ITEM-0004826,ORD-002727,301,1,289.0,130.0,289.0,130.0,CUST-01183,2025-01-24 00:00:00,2025-01-24,Completed,PayPal,360.0,0.0,0.0,360.0,151.0,209.0,1,User1183,user1183@example.com,2025-01-22,Europe,Paid Search,Precision Barista Espresso Machine,Home & Kitchen,289.0,130.0,55.02
ITEM-0004827,ORD-002727,401,1,26.0,6.0,26.0,6.0,CUST-01183,2025-01-24 00:00:00,2025-01-24,Completed,PayPal,360.0,0.0,0.0,360.0,151.0,209.0,1,User1183,user1183@example.com,2025-01-22,Europe,Paid Search,Hydrating Hyaluronic Acid Serum,Health & Beauty,26.0,6.0,76.92
ITEM-0004828,ORD-002728,105,1,39.99,12.0,39.99,12.0,CUST-01184,2025-01-25 00:00:00,2025-01-25,Completed,PayPal,84.99000000000001,0.0,0.0,84.99,27.0,57.99,1,User1184,user1184@example.com,2025-01-22,North America,Paid Search,USB-C Multi-Port Hub Adapter,Electronics,39.99,12.0,69.99
ITEM-0004829,ORD-002728,302,1,45.0,15.0,45.0,15.0,CUST-01184,2025-01-25 00:00:00,2025-01-25,Completed,PayPal,84.99000000000001,0.0,0.0,84.99,27.0,57.99,1,User1184,user1184@example.com,2025-01-22,North America,Paid Search,Ceramic Burr Coffee Bean Grinder,Home & Kitchen,45.0,15.0,66.67
ITEM-0004830,ORD-002729,106,1,179.99,70.0,179.99,70.0,CUST-01184,2025-04-08 00:00:00,2025-04-08,Completed,PayPal,179.99,0.0,4.99,184.98,70.0,109.99,2,User1184,user1184@example.com,2025-01-22,North America,Paid Search,Smart Fitness Watch Gen 4,Electronics,179.99,70.0,61.11
ITEM-0004831,ORD-002730,203,1,120.0,42.0,120.0,42.0,CUST-01184,2025-04-28 00:00:00,2025-04-28,Completed,Debit Card,120.0,6.0,7.99,121.99,42.0,72.0,3,User1184,user1184@example.com,2025-01-22,North America,Paid Search,Water-Resistant Commuter Jacket,Apparel,120.0,42.0,65.0
ITEM-0004832,ORD-002731,503,1,48.0,15.0,48.0,15.0,CUST-01184,2025-06-16 00:00:00,2025-06-16,Completed,PayPal,48.0,4.8,0.0,43.2,15.0,28.2,4,User1184,user1184@example.com,2025-01-22,North America,Paid Search,Collapsible Lightweight Trekking Poles,Sports & Outdoors,48.0,15.0,68.75
ITEM-0004833,ORD-002732,304,1,39.99,14.0,39.99,14.0,CUST-01185,2024-11-02 00:00:00,2024-11-02,Completed,PayPal,111.98,22.4,9.99,99.57,35.0,54.58,1,User1185,user1185@example.com,2024-10-28,North America,Paid Search,Cast Iron Pre-Seasoned Skillet 10in,Home & Kitchen,39.99,14.0,64.99
ITEM-0004834,ORD-002732,501,1,42.0,13.0,42.0,13.0,CUST-01185,2024-11-02 00:00:00,2024-11-02,Completed,PayPal,111.98,22.4,9.99,99.57,35.0,54.58,1,User1185,user1185@example.com,2024-10-28,North America,Paid Search,Eco-Friendly High Density Yoga Mat,Sports & Outdoors,42.0,13.0,69.05
ITEM-0004835,ORD-002732,307,1,29.99,8.0,29.99,8.0,CUST-01185,2024-11-02 00:00:00,2024-11-02,Completed,PayPal,111.98,22.4,9.99,99.57,35.0,54.58,1,User1185,user1185@example.com,2024-10-28,North America,Paid Search,Insulated Vacuum Water Bottle 32oz,Home & Kitchen,29.99,8.0,73.32
ITEM-0004836,ORD-002733,205,1,54.0,16.0,54.0,16.0,CUST-01186,2024-10-20 00:00:00,2024-10-20,Completed,PayPal,102.0,0.0,0.0,102.0,31.0,71.0,1,User1186,user1186@example.com,2024-10-19,North America,Social Media,Breathable Athletic Jogger Pants,Apparel,54.0,16.0,70.37
ITEM-0004837,ORD-002733,503,1,48.0,15.0,48.0,15.0,CUST-01186,2024-10-20 00:00:00,2024-10-20,Completed,PayPal,102.0,0.0,0.0,102.0,31.0,71.0,1,User1186,user1186@example.com,2024-10-19,North America,Social Media,Collapsible Lightweight Trekking Poles,Sports & Outdoors,48.0,15.0,68.75
ITEM-0004838,ORD-002734,405,1,18.0,4.0,18.0,4.0,CUST-01186,2024-12-13 00:00:00,2024-12-13,Completed,PayPal,67.99000000000001,0.0,9.99,77.98,22.0,45.99,2,User1186,user1186@example.com,2024-10-19,North America,Social Media,Organic Lavender Sleep Aromatherapy Mist,Health & Beauty,18.0,4.0,77.78
ITEM-0004839,ORD-002734,102,1,49.99,18.0,49.99,18.0,CUST-01186,2024-12-13 00:00:00,2024-12-13,Completed,PayPal,67.99000000000001,0.0,9.99,77.98,22.0,45.99,2,User1186,user1186@example.com,2024-10-19,North America,Social Media,Ultra Ergonomic Wireless Mouse,Electronics,49.99,18.0,63.99
ITEM-0004840,ORD-002735,306,1,32.5,10.0,32.5,10.0,CUST-01186,2025-01-21 00:00:00,2025-01-21,Completed,PayPal,32.5,3.25,0.0,29.25,10.0,19.25,3,User1186,user1186@example.com,2024-10-19,North America,Social Media,Aroma Ultrasonic Essential Oil Diffuser,Home & Kitchen,32.5,10.0,69.23
ITEM-0004841,ORD-002736,505,2,75.0,24.0,150.0,48.0,CUST-01187,2024-11-03 00:00:00,2024-11-03,Completed,Credit Card,204.0,40.8,0.0,163.2,64.0,99.2,1,User1187,user1187@example.com,2024-11-02,North America,Organic Search,High-Capacity Hydration Running Vest,Sports & Outdoors,75.0,24.0,68.0
ITEM-0004842,ORD-002736,205,1,54.0,16.0,54.0,16.0,CUST-01187,2024-11-03 00:00:00,2024-11-03,Completed,Credit Card,204.0,40.8,0.0,163.2,64.0,99.2,1,User1187,user1187@example.com,2024-11-02,North America,Organic Search,Breathable Athletic Jogger Pants,Apparel,54.0,16.0,70.37
ITEM-0004843,ORD-002737,105,1,39.99,12.0,39.99,12.0,CUST-01187,2024-12-20 00:00:00,2024-12-20,Completed,PayPal,124.98000000000002,0.0,0.0,124.98,41.0,83.98,2,User1187,user1187@example.com,2024-11-02,North America,Organic Search,USB-C Multi-Port Hub Adapter,Electronics,39.99,12.0,69.99
ITEM-0004844,ORD-002737,302,1,45.0,15.0,45.0,15.0,CUST-01187,2024-12-20 00:00:00,2024-12-20,Completed,PayPal,124.98000000000002,0.0,0.0,124.98,41.0,83.98,2,User1187,user1187@example.com,2024-11-02,North America,Organic Search,Ceramic Burr Coffee Bean Grinder,Home & Kitchen,45.0,15.0,66.67
ITEM-0004845,ORD-002737,304,1,39.99,14.0,39.99,14.0,CUST-01187,2024-12-20 00:00:00,2024-12-20,Completed,PayPal,124.98000000000002,0.0,0.0,124.98,41.0,83.98,2,User1187,user1187@example.com,2024-11-02,North America,Organic Search,Cast Iron Pre-Seasoned Skillet 10in,Home & Kitchen,39.99,14.0,64.99
ITEM-0004846,ORD-002738,106,1,179.99,70.0,179.99,70.0,CUST-01188,2024-07-27 00:00:00,2024-07-27,Cancelled,Credit Card,179.99,0.0,0.0,179.99,70.0,109.99,1,User1188,user1188@example.com,2024-07-24,North America,Social Media,Smart Fitness Watch Gen 4,Electronics,179.99,70.0,61.11
ITEM-0004847,ORD-002739,403,2,22.0,5.2,44.0,10.4,CUST-01189,2025-03-13 00:00:00,2025-03-13,Completed,PayPal,797.97,119.7,0.0,678.27,375.9,302.37,1,User1189,user1189@example.com,2025-03-10,Asia Pacific,Paid Search,Mineral SPF 50 Broad Spectrum Sunscreen,Health & Beauty,22.0,5.2,76.36
ITEM-0004848,ORD-002739,104,2,349.99,175.0,699.98,350.0,CUST-01189,2025-03-13 00:00:00,2025-03-13,Completed,PayPal,797.97,119.7,0.0,678.27,375.9,302.37,1,User1189,user1189@example.com,2025-03-10,Asia Pacific,Paid Search,4K Ultra-HD Monitor 27-inch,Electronics,349.99,175.0,50.0
ITEM-0004849,ORD-002739,108,1,29.99,9.5,29.99,9.5,CUST-01189,2025-03-13 00:00:00,2025-03-13,Completed,PayPal,797.97,119.7,0.0,678.27,375.9,302.37,1,User1189,user1189@example.com,2025-03-10,Asia Pacific,Paid Search,High-Speed MagSafe Wireless Charger,Electronics,29.99,9.5,68.32
ITEM-0004850,ORD-002739,204,1,24.0,6.0,24.0,6.0,CUST-01189,2025-03-13 00:00:00,2025-03-13,Completed,PayPal,797.97,119.7,0.0,678.27,375.9,302.37,1,User1189,user1189@example.com,2025-03-10,Asia Pacific,Paid Search,Thermal Merino Wool Socks (3-Pack),Apparel,24.0,6.0,75.0
ITEM-0004851,ORD-002740,404,1,64.99,21.0,64.99,21.0,CUST-01190,2024-07-23 00:00:00,2024-07-23,Completed,Credit Card,64.99,0.0,0.0,64.99,21.0,43.99,1,User1190,user1190@example.com,2024-07-22,North America,Social Media,Sonic Electric Toothbrush + 3 Heads,Health & Beauty,64.99,21.0,67.69
ITEM-0004852,ORD-002741,402,1,34.0,8.5,34.0,8.5,CUST-01191,2024-08-23 00:00:00,2024-08-23,Completed,Credit Card,114.5,17.18,7.99,105.31,33.5,63.82,1,User1191,user1191@example.com,2024-08-19,Europe,Email Marketing,Vitamin C Brightening Facial Moisturizer,Health & Beauty,34.0,8.5,75.0
ITEM-0004853,ORD-002741,503,1,48.0,15.0,48.0,15.0,CUST-01191,2024-08-23 00:00:00,2024-08-23,Completed,Credit Card,114.5,17.18,7.99,105.31,33.5,63.82,1,User1191,user1191@example.com,2024-08-19,Europe,Email Marketing,Collapsible Lightweight Trekking Poles,Sports & Outdoors,48.0,15.0,68.75
ITEM-0004854,ORD-002741,306,1,32.5,10.0,32.5,10.0,CUST-01191,2024-08-23 00:00:00,2024-08-23,Completed,Credit Card,114.5,17.18,7.99,105.31,33.5,63.82,1,User1191,user1191@example.com,2024-08-19,Europe,Email Marketing,Aroma Ultrasonic Essential Oil Diffuser,Home & Kitchen,32.5,10.0,69.23
ITEM-0004855,ORD-002742,502,1,22.99,5.5,22.99,5.5,CUST-01192,2024-01-07 00:00:00,2024-01-07,Completed,PayPal,22.99,2.3,0.0,20.69,5.5,15.19,1,User1192,user1192@example.com,2024-01-05,Europe,Email Marketing,Adjustable Resistance Fitness Bands Set,Sports & Outdoors,22.99,5.5,76.08
ITEM-0004856,ORD-002743,204,1,24.0,6.0,24.0,6.0,CUST-01192,2024-03-19 00:00:00,2024-03-19,Cancelled,Credit Card,24.0,0.0,0.0,24.0,6.0,18.0,2,User1192,user1192@example.com,2024-01-05,Europe,Email Marketing,Thermal Merino Wool Socks (3-Pack),Apparel,24.0,6.0,75.0
ITEM-0004857,ORD-002744,202,1,68.0,22.0,68.0,22.0,CUST-01192,2024-04-14 00:00:00,2024-04-14,Completed,Debit Card,107.99000000000001,16.2,0.0,91.79,36.0,55.79,3,User1192,user1192@example.com,2024-01-05,Europe,Email Marketing,Slim Fit Stretch Denim Jeans,Apparel,68.0,22.0,67.65
ITEM-0004858,ORD-002744,304,1,39.99,14.0,39.99,14.0,CUST-01192,2024-04-14 00:00:00,2024-04-14,Completed,Debit Card,107.99000000000001,16.2,0.0,91.79,36.0,55.79,3,User1192,user1192@example.com,2024-01-05,Europe,Email Marketing,Cast Iron Pre-Seasoned Skillet 10in,Home & Kitchen,39.99,14.0,64.99
ITEM-0004859,ORD-002745,305,1,59.99,20.0,59.99,20.0,CUST-01192,2024-06-11 00:00:00,2024-06-11,Completed,PayPal,84.98,0.0,0.0,84.98,27.5,57.48,4,User1192,user1192@example.com,2024-01-05,Europe,Email Marketing,Stainless Steel Chef Knife 8-inch,Home & Kitchen,59.99,20.0,66.66
ITEM-0004860,ORD-002745,303,1,24.99,7.5,24.99,7.5,CUST-01192,2024-06-11 00:00:00,2024-06-11,Completed,PayPal,84.98,0.0,0.0,84.98,27.5,57.48,4,User1192,user1192@example.com,2024-01-05,Europe,Email Marketing,Artisan Whole Bean Roast Coffee (2lb),Home & Kitchen,24.99,7.5,69.99
ITEM-0004861,ORD-002746,305,1,59.99,20.0,59.99,20.0,CUST-01193,2025-09-02 00:00:00,2025-09-02,Completed,PayPal,59.99,0.0,0.0,59.99,20.0,39.99,1,User1193,user1193@example.com,2025-08-30,Latin America,Organic Search,Stainless Steel Chef Knife 8-inch,Home & Kitchen,59.99,20.0,66.66
ITEM-0004862,ORD-002747,306,1,32.5,10.0,32.5,10.0,CUST-01193,2025-10-07 00:00:00,2025-10-07,Completed,PayPal,32.5,0.0,4.99,37.49,10.0,22.5,2,User1193,user1193@example.com,2025-08-30,Latin America,Organic Search,Aroma Ultrasonic Essential Oil Diffuser,Home & Kitchen,32.5,10.0,69.23
ITEM-0004863,ORD-002748,301,1,289.0,130.0,289.0,130.0,CUST-01194,2024-11-21 00:00:00,2024-11-21,Completed,Credit Card,427.99,21.4,7.99,414.58,173.5,233.09,1,User1194,user1194@example.com,2024-11-17,Europe,Paid Search,Precision Barista Espresso Machine,Home & Kitchen,289.0,130.0,55.02
ITEM-0004864,ORD-002748,302,1,45.0,15.0,45.0,15.0,CUST-01194,2024-11-21 00:00:00,2024-11-21,Completed,Credit Card,427.99,21.4,7.99,414.58,173.5,233.09,1,User1194,user1194@example.com,2024-11-17,Europe,Paid Search,Ceramic Burr Coffee Bean Grinder,Home & Kitchen,45.0,15.0,66.67
