customer_id,first_name,email,signup_date,region,acquisition_channel
CUST-01137,User1137,user1137@example.com,2025-06-22,North America,Paid Search
CUST-01138,User1138,user1138@example.com,2025-06-12,Europe,Referral
CUST-01139,User1139,user1139@example.com,2024-02-26,Europe,Social Media
CUST-01140,User1140,user1140@example.com,2024-07-03,North America,Paid Search
CUST-01141,User1141,user1141@example.com,2024-07-08,North America,Organic Search
CUST-01142,User1142,user1142@example.com,2024-03-08,North America,Paid Search
CUST-01143,User1143,user1143@example.com,2025-10-16,North America,Email Marketing
CUST-01144,User1144,user1144@example.com,2025-07-07,North America,Social Media
CUST-01145,User1145,user1145@example.com,2024-05-31,North America,Organic Search
CUST-01146,User1146,user1146@example.com,2024-06-29,Latin America,Paid Search
CUST-01147,User1147,user1147@example.com,2024-03-30,Asia Pacific,Paid Search
CUST-01148,User1148,user1148@example.com,2025-06-28,North America,Social Media
CUST-01149,User1149,user1149@example.com,2024-03-27,Europe,Paid Search
CUST-01150,User1150,user1150@example.com,2024-04-11,Europe,Referral
CUST-01151,User1151,user1151@example.com,2024-11-07,North America,Social Media
CUST-01152,User1152,user1152@example.com,2024-01-18,North America,Email Marketing
CUST-01153,User1153,user1153@example.com,2025-09-26,North America,Organic Search
CUST-01154,User1154,user1154@example.com,2024-05-19,Europe,Social Media
CUST-01155,User1155,user1155@example.com,2025-02-24,Asia Pacific,Paid Search
CUST-01156,User1156,user1156@example.com,2024-09-24,Latin America,Organic Search
CUST-01157,User1157,user1157@example.com,2024-04-13,North America,Social Media
CUST-01158,User1158,user1158@example.com,2025-05-10,North America,Social Media
CUST-01159,User1159,user1159@example.com,2025-03-31,North America,Social Media
CUST-01160,User1160,user1160@example.com,2025-01-02,Europe,Organic Search
CUST-01161,User1161,user1161@example.com,2025-06-22,Europe,Paid Search
CUST-01162,User1162,user1162@example.com,2025-05-21,North America,Paid Search
CUST-01163,User1163,user1163@example.com,2024-06-09,Asia Pacific,Referral
CUST-01164,User1164,user1164@example.com,2024-12-28,Europe,Email Marketing
CUST-01165,User1165,user1165@example.com,2024-11-28,Europe,Organic Search
CUST-01166,User1166,user1166@example.com,2025-11-25,Europe,Referral
CUST-01167,User1167,user1167@example.com,2024-11-30,Latin America,Organic Search
CUST-01168,User1168,user1168@example.com,2025-06-28,North America,Referral
CUST-01169,User1169,user1169@example.com,2024-09-23,Asia Pacific,Email Marketing
CUST-01170,User1170,user1170@example.com,2024-09-29,Europe,Organic Search
CUST-01171,User1171,user1171@example.com,2024-06-21,North America,Organic Search
CUST-01172,User1172,user1172@example.com,2024-08-25,Europe,Social Media
CUST-01173,User1173,user1173@example.com,2025-10-01,North America,Organic Search
CUST-01174,User1174,user1174@example.com,2025-09-08,Europe,Social Media
CUST-01175,User1175,user1175@example.com,2025-08-24,Asia Pacific,Social Media
CUST-01176,User1176,user1176@example.com,2025-07-04,Europe,Paid Search
CUST-01177,User1177,user1177@example.com,2024-01-06,Europe,Organic Search
CUST-01178,User1178,user1178@example.com,2024-04-13,North America,Paid Search
CUST-01179,User1179,user1179@example.com,2025-06-02,Europe,Paid Search
CUST-01180,User1180,user1180@example.com,2025-02-23,North America,Social Media
CUST-01181,User1181,user1181@example.com,2024-05-27,Asia Pacific,Social Media
CUST-01182,User1182,user1182@example.com,2025-01-03,North America,Paid Search
CUST-01183,User1183,user1183@example.com,2025-01-22,Europe,Paid Search
CUST-01184,User1184,user1184@example.com,2025-01-22,North America,Paid Search
CUST-01185,User1185,user1185@example.com,2024-10-28,North America,Paid Search
CUST-01186,User1186,user1186@example.com,2024-10-19,North America,Social Media
CUST-01187,User1187,user1187@example.com,2024-11-02,North America,Organic Search
CUST-01188,User1188,user1188@example.com,2024-07-24,North America,Social Media
CUST-01189,User1189,user1189@example.com,2025-03-10,Asia Pacific,Paid Search
CUST-01190,User1190,user1190@example.com,2024-07-22,North America,Social Media
CUST-01191,User1191,user1191@example.com,2024-08-19,Europe,Email Marketing
CUST-01192,User1192,user1192@example.com,2024-01-05,Europe,Email Marketing
CUST-01193,User1193,user1193@example.com,2025-08-30,Latin America,Organic Search
CUST-01194,User1194,user1194@example.com,2024-11-17,Europe,Paid Search
CUST-01195,User1195,user1195@example.com,2025-04-28,Europe,Organic Search
CUST-01196,User1196,user1196@example.com,2024-08-24,North America,Organic Search
CUST-01197,User1197,user1197@example.com,2024-12-02,Europe,Paid Search
CUST-01198,User1198,user1198@example.com,2024-09-04,Asia Pacific,Social Media
CUST-01199,User1199,user1199@example.com,2025-01-26,North America,Paid Search
CUST-01200,User1200,user1200@example.com,2025-04-28,North America,Paid Search
CUST-01201,User1201,user1201@example.com,2024-07-13,North America,Paid Search
CUST-01202,User1202,user1202@example.com,2024-12-04,Latin America,Referral
CUST-01203,User1203,user1203@example.com,2024-11-17,Latin America,Social Media
CUST-01204,User1204,user1204@example.com,2024-07-31,Latin America,Paid Search
CUST-01205,User1205,user1205@example.com,2025-01-07,Latin America,Paid Search
CUST-01206,User1206,user1206@example.com,2025-03-06,North America,Social Media
CUST-01207,User1207,user1207@example.com,2025-03-05,Asia Pacific,Organic Search
CUST-01208,User1208,user1208@example.com,2024-05-11,Europe,Organic Search
CUST-01209,User1209,user1209@example.com,2025-04-12,Europe,Social Media
CUST-01210,User1210,user1210@example.com,2025-03-18,North America,Paid Search
CUST-01211,User1211,user1211@example.com,2024-02-24,North America,Paid Search
CUST-01212,User1212,user1212@example.com,2024-07-06,Europe,Social Media
CUST-01213,User1213,user1213@example.com,2024-11-10,North America,Paid Search
CUST-01214,User1214,user1214@example.com,2024-02-15,North America,Organic Search
CUST-01215,User1215,user1215@example.com,2025-02-14,North America,Referral
CUST-01216,User1216,user1216@example.com,2025-02-28,Europe,Organic Search
CUST-01217,User1217,user1217@example.com,2025-01-28,Asia Pacific,Email Marketing
CUST-01218,User1218,user1218@example.com,2025-08-30,Europe,Paid Search
CUST-01219,User1219,user1219@example.com,2024-05-08,North America,Social Media
CUST-01220,User1220,user1220@example.com,2024-05-16,Europe,Social Media
CUST-01221,User1221,user1221@example.com,2024-08-25,Latin America,Social Media
CUST-01222,User1222,user1222@example.com,2025-06-26,North America,Social Media
CUST-01223,User1223,user1223@example.com,2025-08-10,North America,Social Media
CUST-01224,User1224,user1224@example.com,2024-10-26,Europe,Referral
CUST-01225,User1225,user1225@example.com,2025-05-03,Asia Pacific,Referral
CUST-01226,User1226,user1226@example.com,2024-09-25,North America,Paid Search
CUST-01227,User1227,user1227@example.com,2024-08-11,North America,Referral
CUST-01228,User1228,user1228@example.com,2025-05-13,North America,Paid Search
CUST-01229,User1229,user1229@example.com,2025-03-29,Asia Pacific,Paid Search
CUST-01230,User1230,user1230@example.com,2024-01-07,North America,Paid Search
CUST-01231,User1231,user1231@example.com,2024-04-17,North America,Organic Search
CUST-01232,User1232,user1232@example.com,2024-02-08,Europe,Social Media
CUST-01233,User1233,user1233@example.com,2024-03-08,Europe,Organic Search
CUST-01234,User1234,user1234@example.com,2024-03-19,North America,Referral
CUST-01235,User1235,user1235@example.com,2024-11-11,North America,Paid Search
CUST-01236,User1236,user1236@example.com,2024-04-02,North America,Paid Search
CUST-01237,User1237,user1237@example.com,2025-01-21,North America,Social Media
CUST-01238,User1238,user1238@example.com,2025-06-20,Asia Pacific,Social Media
CUST-01239,User1239,user1239@example.com,2024-08-25,Latin America,Email Marketing
CUST-01240,User1240,user1240@example.com,2024-04-28,North America,Email Marketing
CUST-01241,User1241,user1241@example.com,2024-10-25,North America,Paid Search
CUST-01242,User1242,user1242@example.com,2025-01-05,North America,Paid Search
CUST-01243,User1243,user1243@example.com,2025-03-27,Europe,Organic Search
CUST-01244,User1244,user1244@example.com,2024-04-07,Latin America,Organic Search
CUST-01245,User1245,user1245@example.com,2025-08-13,Europe,Organic Search
CUST-01246,User1246,user1246@example.com,2025-08-23,Europe,Organic Search
CUST-01247,User1247,user1247@example.com,2024-10-26,North America,Organic Search
CUST-01248,User1248,user1248@example.com,2024-07-28,North America,Social Media
CUST-01249,User1249,user1249@example.com,2025-04-04,North America,Organic Search
CUST-01250,User1250,user1250@example.com,2024-10-12,Latin America,Social Media
CUST-01251,User1251,user1251@example.com,2024-04-29,Asia Pacific,Paid Search
CUST-01252,User1252,user1252@example.com,2025-08-03,Asia Pacific,Organic Search
CUST-01253,User1253,user1253@example.com,2024-05-02,Europe,Social Media
CUST-01254,User1254,user1254@example.com,2024-06-23,North America,Email Marketing
CUST-01255,User1255,user1255@example.com,2024-08-13,Europe,Paid Search
CUST-01256,User1256,user1256@example.com,2024-07-16,North America,Paid Search
CUST-01257,User1257,user1257@example.com,2024-05-05,Europe,Social Media
CUST-01258,User1258,user1258@example.com,2024-10-25,North America,Email Marketing
CUST-01259,User1259,user1259@example.com,2024-05-05,Europe,Paid Search
CUST-01260,User1260,user1260@example.com,2024-09-10,North America,Social Media
CUST-01261,User1261,user1261@example.com,2025-01-04,North America,Social Media
CUST-01262,User1262,user1262@example.com,2024-10-25,Europe,Organic Search
CUST-01263,User1263,user1263@example.com,2024-06-23,Europe,Paid Search
CUST-01264,User1264,user1264@example.com,2025-06-20,Europe,Email Marketing
CUST-01265,User1265,user1265@example.com,2024-06-02,North America,Paid Search
CUST-01266,User1266,user1266@example.com,2025-01-04,Europe,Organic Search
CUST-01267,User1267,user1267@example.com,2024-11-30,Europe,Organic Search
CUST-01268,User1268,user1268@example.com,2024-07-28,North America,Paid Search
CUST-01269,User1269,user1269@example.com,2025-02-18,Europe,Paid Search
CUST-01270,User1270,user1270@example.com,2025-04-27,Europe,Referral
CUST-01271,User1271,user1271@example.com,2024-02-06,Asia Pacific,Paid Search
CUST-01272,User1272,user1272@example.com,2024-07-23,North America,Social Media
CUST-01273,User1273,user1273@example.com,2024-08-27,North America,Social Media
CUST-01274,User1274,user1274@example.com,2024-05-30,North America,Paid Search
CUST-01275,User1275,user1275@example.com,2025-10-01,Asia Pacific,Paid Search
CUST-01276,User1276,user1276@example.com,2025-07-07,Asia Pacific,Paid Search
CUST-01277,User1277,user1277@example.com,2024-06-19,Latin America,Email Marketing
CUST-01278,User1278,user1278@example.com,2024-06-30,North America,Social Media
CUST-01279,User1279,user1279@example.com,2024-09-01,Europe,Email Marketing
CUST-01280,User1280,user1280@example.com,2025-04-19,Latin America,Organic Search
CUST-01281,User1281,user1281@example.com,2024-02-23,North America,Organic Search
CUST-01282,User1282,user1282@example.com,2024-02-17,North America,Email Marketing
CUST-01283,User1283,user1283@example.com,2024-10-14,Asia Pacific,Social Media
CUST-01284,User1284,user1284@example.com,2024-09-24,North America,Social Media
CUST-01285,User1285,user1285@example.com,2024-08-22,North America,Social Media
CUST-01286,User1286,user1286@example.com,2024-03-28,North America,Organic Search
CUST-01287,User1287,user1287@example.com,2024-02-19,Latin America,Paid Search
CUST-01288,User1288,user1288@example.com,2024-07-21,Asia Pacific,Email Marketing
CUST-01289,User1289,user1289@example.com,2024-06-07,North America,Social Media
CUST-01290,User1290,user1290@example.com,2024-11-27,Asia Pacific,Organic Search
CUST-01291,User1291,user1291@example.com,2024-01-18,Europe,Email Marketing
CUST-01292,User1292,user1292@example.com,2024-04-18,North America,Organic Search
CUST-01293,User1293,user1293@example.com,2025-08-14,North America,Social Media
CUST-01294,User1294,user1294@example.com,2025-05-23,Asia Pacific,Paid Search
CUST-01295,User1295,user1295@example.com,2024-05-19,Europe,Social Media
CUST-01296,User1296,user1296@example.com,2025-04-02,Europe,Email Marketing
CUST-01297,User1297,user1297@example.com,2025-03-17,North America,Paid Search
CUST-01298,User1298,user1298@example.com,2025-05-16,Europe,Organic Search
CUST-01299,User1299,user1299@example.com,2024-09-25,North America,Paid Search
CUST-01300,User1300,user1300@example.com,2024-07-25,North America,Paid Search
CUST-01301,User1301,user1301@example.com,2025-06-06,Europe,Organic Search
CUST-01302,User1302,user1302@example.com,2024-11-10,North America,Social Media
CUST-01303,User1303,user1303@example.com,2024-05-25,Europe,Organic Search
CUST-01304,User1304,user1304@example.com,2024-04-25,North America,Paid Search
CUST-01305,User1305,user1305@example.com,2025-01-10,Europe,Referral
CUST-01306,User1306,user1306@example.com,2024-04-04,Asia Pacific,Referral
CUST-01307,User1307,user1307@example.com,2024-02-28,North America,Referral
CUST-01308,User1308,user1308@example.com,2025-10-14,North America,Paid Search
CUST-01309,User1309,user1309@example.com,2024-04-20,Asia Pacific,Social Media
CUST-01310,User1310,user1310@example.com,2025-04-12,North America,Paid Search
CUST-01311,User1311,user1311@example.com,2024-09-23,North America,Email Marketing
CUST-01312,User1312,user1312@example.com,2025-09-01,North America,Social Media
CUST-01313,User1313,user1313@example.com,2025-06-26,Asia Pacific,Social Media
CUST-01314,User1314,user1314@example.com,2024-08-30,North America,Organic Search
CUST-01315,User1315,user1315@example.com,2025-04-25,North America,Paid Search
CUST-01316,User1316,user1316@example.com,2025-04-10,Europe,Organic Search
CUST-01317,User1317,user1317@example.com,2024-04-13,Latin America,Paid Search
CUST-01318,User1318,user1318@example.com,2024-11-03,Europe,Paid Search
CUST-01319,User1319,user1319@example.com,2025-02-05,North America,Paid Search
CUST-01320,User1320,user1320@example.com,2024-10-07,Europe,Paid Search
CUST-01321,User1321,user1321@example.com,2025-03-24,Europe,Paid Search
CUST-01322,User1322,user1322@example.com,2025-04-18,North America,Social Media
CUST-01323,User1323,user1323@example.com,2024-12-11,North America,Paid Search
CUST-01324,User1324,user1324@example.com,2024-07-19,Europe,Email Marketing
CUST-01325,User1325,user1325@example.com,2025-01-28,North America,Social Media
CUST-01326,User1326,user1326@example.com,2024-10-30,North America,Social Media
CUST-01327,User1327,user1327@example.com,2024-04-24,Asia Pacific,Paid Search
CUST-01328,User1328,user1328@example.com,2025-01-12,North America,Email Marketing
CUST-01329,User1329,user1329@example.com,2025-07-18,Asia Pacific,Paid Search
CUST-01330,User1330,user1330@example.com,2025-08-18,Europe,Paid Search
CUST-01331,User1331,user1331@example.com,2025-10-20,North America,Organic Search
CUST-01332,User1332,user1332@example.com,2024-04-09,North America,Paid Search
CUST-01333,User1333,user1333@example.com,2024-08-03,Asia Pacific,Paid Search
CUST-01334,User1334,user1334@example.com,2024-03-27,North America,Paid Search
CUST-01335,User1335,user1335@example.com,2024-12-02,Europe,Email Marketing
CUST-01336,User1336,user1336@example.com,2024-02-03,Europe,Social Media
CUST-01337,User1337,user1337@example.com,2025-05-10,North America,Organic Search
CUST-01338,User1338,user1338@example.com,2024-06-15,Asia Pacific,Organic Search
CUST-01339,User1339,user1339@example.com,2025-09-30,North America,Paid Search
CUST-01340,User1340,user1340@example.com,2025-04-06,Europe,Paid Search
CUST-01341,User1341,user1341@example.com,2025-03-10,Europe,Referral
CUST-01342,User1342,user1342@example.com,2024-11-24,Asia Pacific,Paid Search
CUST-01343,User1343,user1343@example.com,2024-04-21,North America,Email Marketing
CUST-01344,User1344,user1344@example.com,2024-07-20,North America,Organic Search
CUST-01345,User1345,user1345@example.com,2025-03-18,North America,Organic Search
CUST-01346,User1346,user1346@example.com,2024-04-15,North America,Social Media
CUST-01347,User1347,user1347@example.com,2024-09-07,Asia Pacific,Paid Search
CUST-01348,User1348,user1348@example.com,2025-08-01,Asia Pacific,Paid Search
CUST-01349,User1349,user1349@example.com,2024-12-23,North America,Social Media
CUST-01350,User1350,user1350@example.com,2025-04-11,North America,Organic Search
CUST-01351,User1351,user1351@example.com,2024-10-27,North America,Referral
CUST-01352,User1352,user1352@example.com,2024-08-06,Europe,Paid Search
CUST-01353,User1353,user1353@example.com,2024-11-12,Europe,Organic Search
CUST-01354,User1354,user1354@example.com,2024-07-07,North America,Social Media
CUST-01355,User1355,user1355@example.com,2025-06-20,Europe,Organic Search
CUST-01356,User1356,user1356@example.com,2025-07-30,Asia Pacific,Social Media
CUST-01357,User1357,user1357@example.com,2024-08-13,North America,Paid Search
CUST-01358,User1358,user1358@example.com,2024-03-19,North America,Social Media
CUST-01359,User1359,user1359@example.com,2024-09-04,North America,Paid Search
CUST-01360,User1360,user1360@example.com,2025-09-27,Asia Pacific,Referral
CUST-01361,User1361,user1361@example.com,2025-01-14,North America,Organic Search
CUST-01362,User1362,user1362@example.com,2025-05-23,Asia Pacific,Referral
CUST-01363,User1363,user1363@example.com,2024-08-18,North America,Email Marketing
CUST-01364,User1364,user1364@example.com,2025-09-20,Europe,Social Media
CUST-01365,User1365,user1365@example.com,2024-03-13,Latin America,Social Media
CUST-01366,User1366,user1366@example.com,2024-05-20,North America,Organic Search
CUST-01367,User1367,user1367@example.com,2025-01-13,North America,Organic Search
CUST-01368,User1368,user1368@example.com,2024-06-17,Asia Pacific,Paid Search
CUST-01369,User1369,user1369@example.com,2024-03-06,North America,Paid Search
CUST-01370,User1370,user1370@example.com,2024-04-18,North America,Email Marketing
CUST-01371,User1371,user1371@example.com,2024-07-23,North America,Social Media
CUST-01372,User1372,user1372@example.com,2025-05-26,North America,Paid Search
CUST-01373,User1373,user1373@example.com,2025-07-03,Europe,Social Media
CUST-01374,User1374,user1374@example.com,2025-05-21,Europe,Organic Search
CUST-01375,User1375,user1375@example.com,2025-05-07,Europe,Referral
CUST-01376,User1376,user1376@example.com,2025-07-22,Asia Pacific,Paid Search
CUST-01377,User1377,user1377@example.com,2025-03-01,North America,Social Media
CUST-01378,User1378,user1378@example.com,2025-05-04,Asia Pacific,Organic Search
CUST-01379,User1379,user1379@example.com,2024-06-05,North America,Social Media
CUST-01380,User1380,user1380@example.com,2024-05-26,North America,Email Marketing
CUST-01381,User1381,user1381@example.com,2024-12-31,Europe,Social Media
CUST-01382,User1382,user1382@example.com,2024-12-22,Latin America,Email Marketing
CUST-01383,User1383,user1383@example.com,2024-05-09,Europe,Organic Search
CUST-01384,User1384,user1384@example.com,2024-07-21,North America,Paid Search
CUST-01385,User1385,user1385@example.com,2024-06-24,North America,Paid Search
CUST-01386,User1386,user1386@example.com,2025-01-09,Europe,Referral
CUST-01387,User1387,user1387@example.com,2024-07-14,North America,Organic Search
CUST-01388,User1388,user1388@example.com,2024-11-01,Europe,Email Marketing
CUST-01389,User1389,user1389@example.com,2025-01-29,Europe,Organic Search
CUST-01390,User1390,user1390@example.com,2025-02-26,North America,Social Media
CUST-01391,User1391,user1391@example.com,2025-09-26,Latin America,Paid Search
CUST-01392,User1392,user1392@example.com,2024-07-24,North America,Organic Search
CUST-01393,User1393,user1393@example.com,2024-02-01,North America,Paid Search
CUST-01394,User1394,user1394@example.com,2024-04-01,North America,Paid Search
CUST-01395,User1395,user1395@example.com,2025-06-14,North America,Email Marketing
CUST-01396,User1396,user1396@example.com,2025-10-12,North America,Referral
CUST-01397,User1397,user1397@example.com,2024-07-07,Latin America,Organic Search
CUST-01398,User1398,user1398@example.com,2024-11-08,Latin America,Paid Search
CUST-01399,User1399,user1399@example.com,2024-01-26,Europe,Paid Search
CUST-01400,User1400,user1400@example.com,2025-06-10,North America,Social Media
CUST-01401,User1401,user1401@example.com,2024-06-10,North America,Organic Search
CUST-01402,User1402,user1402@example.com,2024-10-11,Europe,Organic Search
CUST-01403,User1403,user1403@example.com,2025-06-09,North America,Social Media
CUST-01404,User1404,user1404@example.com,2024-04-11,Asia Pacific,Organic Search
CUST-01405,User1405,user1405@example.com,2024-02-09,North America,Social Media
CUST-01406,User1406,user1406@example.com,2025-03-01,North America,Social Media
CUST-01407,User1407,user1407@example.com,2024-03-07,Europe,Social Media
CUST-01408,User1408,user1408@example.com,2025-11-04,North America,Paid Search
CUST-01409,User1409,user1409@example.com,2024-06-10,Europe,Paid Search
CUST-01410,User1410,user1410@example.com,2025-04-11,North America,Referral
CUST-01411,User1411,user1411@example.com,2025-09-08,Asia Pacific,Paid Search
CUST-01412,User1412,user1412@example.com,2024-04-01,Europe,Social Media
CUST-01413,User1413,user1413@example.com,2024-02-20,Asia Pacific,Social Media
CUST-01414,User1414,user1414@example.com,2025-06-21,North America,Social Media
CUST-01415,User1415,user1415@example.com,2025-08-02,North America,Paid Search
CUST-01416,User1416,user1416@example.com,2024-08-02,North America,Referral
CUST-01417,User1417,user1417@example.com,2025-03-29,Europe,Referral
CUST-01418,User1418,user1418@example.com,2025-10-31,Asia Pacific,Paid Search
CUST-01419,User1419,user1419@example.com,2024-10-02,Latin America,Organic Search
CUST-01420,User1420,user1420@example.com,2025-10-25,Europe,Social Media
CUST-01421,User1421,user1421@example.com,2025-03-28,North America,Email Marketing
CUST-01422,User1422,user1422@example.com,2024-01-13,Europe,Paid Search
CUST-01423,User1423,user1423@example.com,2024-01-22,North America,Paid Search
CUST-01424,User1424,user1424@example.com,2024-01-13,Europe,Social Media
CUST-01425,User1425,user1425@example.com,2024-08-20,North America,Social Media
CUST-01426,User1426,user1426@example.com,2024-09-15,North America,Social Media
CUST-01427,User1427,user1427@example.com,2024-04-06,Europe,Referral
CUST-01428,User1428,user1428@example.com,2024-06-05,North America,Email Marketing
CUST-01429,User1429,user1429@example.com,2024-06-30,North America,Organic Search
CUST-01430,User1430,user1430@example.com,2024-07-29,North America,Referral
CUST-01431,User1431,user1431@example.com,2024-05-27,North America,Organic Search
CUST-01432,User1432,user1432@example.com,2025-05-26,North America,Organic Search
CUST-01433,User1433,user1433@example.com,2024-02-24,Latin America,Social Media
CUST-01434,User1434,user1434@example.com,2024-11-25,North America,Paid Search
CUST-01435,User1435,user1435@example.com,2025-01-27,Asia Pacific,Organic Search
CUST-01436,User1436,user1436@example.com,2025-04-07,Europe,Organic Search
CUST-01437,User1437,user1437@example.com,2025-03-07,Europe,Referral
CUST-01438,User1438,user1438@example.com,2024-09-20,Asia Pacific,Email Marketing
CUST-01439,User1439,user1439@example.com,2024-07-16,North America,Email Marketing
CUST-01440,User1440,user1440@example.com,2025-11-20,Asia Pacific,Paid Search
CUST-01441,User1441,user1441@example.com,2024-12-15,North America,Email Marketing
CUST-01442,User1442,user1442@example.com,2025-04-02,North America,Social Media
CUST-01443,User1443,user1443@example.com,2024-11-18,North America,Social Media
CUST-01444,User1444,user1444@example.com,2025-01-23,Europe,Paid Search
CUST-01445,User1445,user1445@example.com,2025-10-30,Asia Pacific,Organic Search
CUST-01446,User1446,user1446@example.com,2025-10-15,North America,Referral
CUST-01447,User1447,user1447@example.com,2025-01-12,North America,Email Marketing
CUST-01448,User1448,user1448@example.com,2024-07-15,North America,Social Media
CUST-01449,User1449,user1449@example.com,2024-08-05,Europe,Paid Search
CUST-01450,User1450,user1450@example.com,2024-09-14,North America,Paid Search
CUST-01451,User1451,user1451@example.com,2024-02-02,Europe,Paid Search
CUST-01452,User1452,user1452@example.com,2025-01-27,Asia Pacific,Social Media
CUST-01453,User1453,user1453@example.com,2025-01-22,North America,Referral
CUST-01454,User1454,user1454@example.com,2025-06-07,North America,Organic Search
CUST-01455,User1455,user1455@example.com,2024-01-24,North America,Email Marketing
CUST-01456,User1456,user1456@example.com,2024-12-04,Asia Pacific,Social Media
CUST-01457,User1457,user1457@example.com,2024-06-24,North America,Referral
CUST-01458,User1458,user1458@example.com,2024-10-12,Europe,Email Marketing
CUST-01459,User1459,user1459@example.com,2025-09-05,Europe,Paid Search
CUST-01460,User1460,user1460@example.com,2025-05-21,North America,Organic Search
CUST-01461,User1461,user1461@example.com,2024-03-26,Asia Pacific,Email Marketing
CUST-01462,User1462,user1462@example.com,2024-03-03,Europe,Social Media
CUST-01463,User1463,user1463@example.com,2024-11-17,North America,Organic Search
CUST-01464,User1464,user1464@example.com,2024-02-21,North America,Social Media
CUST-01465,User1465,user1465@example.com,2024-06-22,North America,Social Media
CUST-01466,User1466,user1466@example.com,2024-05-27,North America,Paid Search
CUST-01467,User1467,user1467@example.com,2025-06-28,North America,Organic Search
CUST-01468,User1468,user1468@example.com,2024-04-13,Asia Pacific,Organic Search
CUST-01469,User1469,user1469@example.com,2024-09-24,North America,Paid Search
CUST-01470,User1470,user1470@example.com,2024-07-17,North America,Email Marketing
CUST-01471,User1471,user1471@example.com,2024-12-04,North America,Paid Search
CUST-01472,User1472,user1472@example.com,2024-04-20,North America,Email Marketing
CUST-01473,User1473,user1473@example.com,2025-06-12,Europe,Paid Search
CUST-01474,User1474,user1474@example.com,2024-03-11,North America,Organic Search
CUST-01475,User1475,user1475@example.com,2024-08-17,North America,Organic Search
CUST-01476,User1476,user1476@example.com,2024-11-24,Latin America,Social Media
CUST-01477,User1477,user1477@example.com,2025-09-20,Asia Pacific,Paid Search
CUST-01478,User1478,user1478@example.com,2024-01-26,Europe,Paid Search
CUST-01479,User1479,user1479@example.com,2025-10-02,North America,Referral
CUST-01480,User1480,user1480@example.com,2025-01-21,North America,Social Media
CUST-01481,User1481,user1481@example.com,2024-10-24,North America,Social Media
CUST-01482,User1482,user1482@example.com,2025-07-21,North America,Email Marketing
CUST-01483,User1483,user1483@example.com,2025-06-02,North America,Social Media
CUST-01484,User1484,user1484@example.com,2024-10-01,Europe,Social Media
CUST-01485,User1485,user1485@example.com,2024-07-22,North America,Paid Search
CUST-01486,User1486,user1486@example.com,2024-10-11,Asia Pacific,Social Media
CUST-01487,User1487,user1487@example.com,2024-04-09,North America,Referral
CUST-01488,User1488,user1488@example.com,2025-07-30,North America,Organic Search
CUST-01489,User1489,user1489@example.com,2025-02-27,North America,Social Media
CUST-01490,User1490,user1490@example.com,2024-03-14,Asia Pacific,Organic Search
CUST-01491,User1491,user1491@example.com,2024-03-27,North America,Referral
CUST-01492,User1492,user1492@example.com,2025-03-05,North America,Organic Search
CUST-01493,User1493,user1493@example.com,2024-07-20,North America,Social Media
CUST-01494,User1494,user1494@example.com,2025-08-29,Asia Pacific,Paid Search
CUST-01495,User1495,user1495@example.com,2024-03-30,North America,Social Media
CUST-01496,User1496,user1496@example.com,2024-07-26,Europe,Paid Search
CUST-01497,User1497,user1497@example.com,2024-09-16,North America,Organic Search
CUST-01498,User1498,user1498@example.com,2024-01-20,North America,Organic Search
CUST-01499,User1499,user1499@example.com,2025-08-22,North America,Email Marketing
CUST-01500,User1500,user1500@example.com,2025-06-02,Asia Pacific,Referral
CUST-01501,User1501,user1501@example.com,2025-06-15,Asia Pacific,Organic Search
CUST-01502,User1502,user1502@example.com,2025-04-04,Asia Pacific,Social Media
CUST-01503,User1503,user1503@example.com,2024-08-19,North America,Referral
CUST-01504,User1504,user1504@example.com,2024-04-05,Europe,Social Media
CUST-01505,User1505,user1505@example.com,2024-08-14,North America,Organic Search
CUST-01506,User1506,user1506@example.com,2024-07-13,Europe,Referral
CUST-01507,User1507,user1507@example.com,2024-07-08,North America,Referral
CUST-01508,User1508,user1508@example.com,2025-01-05,North America,Paid Search
CUST-01509,User1509,user1509@example.com,2025-07-31,North America,Paid Search
CUST-01510,User1510,user1510@example.com,2024-12-26,Asia Pacific,Paid Search
CUST-01511,User1511,user1511@example.com,2024-08-20,North America,Paid Search
CUST-01512,User1512,user1512@example.com,2025-01-16,North America,Referral
CUST-01513,User1513,user1513@example.com,2024-12-12,North America,Referral
CUST-01514,User1514,user1514@example.com,2024-04-28,North America,Paid Search
CUST-01515,User1515,user1515@example.com,2024-11-23,North America,Referral
CUST-01516,User1516,user1516@example.com,2025-05-30,North America,Paid Search
CUST-01517,User1517,user1517@example.com,2025-11-15,Latin America,Email Marketing
CUST-01518,User1518,user1518@example.com,2025-03-23,Europe,Organic Search
CUST-01519,User1519,user1519@example.com,2024-05-15,North America,Organic Search
CUST-01520,User1520,user1520@example.com,2025-11-14,Asia Pacific,Social Media
CUST-01521,User1521,user1521@example.com,2024-06-12,Europe,Referral
CUST-01522,User1522,user1522@example.com,2025-07-02,Asia Pacific,Paid Search
CUST-01523,User1523,user1523@example.com,2024-06-11,North America,Paid Search
CUST-01524,User1524,user1524@example.com,2025-08-06,Europe,Organic Search
CUST-01525,User1525,user1525@example.com,2024-08-20,North America,Organic Search
CUST-01526,User1526,user1526@example.com,2025-01-07,North America,Paid Search
